"OldPath","NewPath","Category","Title"
"docs/ACTIVE_SURFACE_MAP.md","docs/architecture/system/ACTIVE_SURFACE_MAP.md","docs/architecture/system","Active Surface Map For Accounting Backbone"
"what-next/AQSTOQFLOW_011_AP_GATE_CLOSURE_ARCHITECTURE_AND_SKILL_2026-06-15.md","docs/architecture/system/AQSTOQFLOW_011_AP_GATE_CLOSURE_ARCHITECTURE_AND_SKILL_2026-06-15.md","docs/architecture/system","AqStoqFlow 011 AP Gate Closure Architecture And Skill"
"what-next/AQSTOQFLOW_ENTERPRISE_SMB_OS_ARCHITECTURE_INSPECTION_REPORT_2026-06-23.md","docs/architecture/system/AQSTOQFLOW_ENTERPRISE_SMB_OS_ARCHITECTURE_INSPECTION_REPORT_2026-06-23.md","docs/architecture/system","AqStoqFlow Enterprise SMB OS Architecture Inspection"
"what-next/AQSTOQFLOW_SETTINGS_ROUTES_REPORT_2026-06-19.md","docs/architecture/system/AQSTOQFLOW_SETTINGS_ROUTES_REPORT_2026-06-19.md","docs/architecture/system","AqStoqFlow Settings Routes Report"
"docs/ARCHITECTURE_ANALYSIS_REPORT.md","docs/architecture/system/ARCHITECTURE_ANALYSIS_REPORT.md","docs/architecture/system","Architecture Analysis Report"
"docs/ARCHITECTURE.md","docs/architecture/system/ARCHITECTURE.md","docs/architecture/system","StockFlow — architecture"
"system analysis/KONTAVA_SYSTEM_WIDE_ANALYSIS_PROMPT_2026-06-21.md","docs/architecture/system-analysis/KONTAVA_SYSTEM_WIDE_ANALYSIS_PROMPT_2026-06-21.md","docs/architecture/system-analysis","Kontava System-Wide Analysis Prompt"
"notes/a-level-computer-architecture-notes.md","docs/archive/external-notes/a-level-computer-architecture-notes.md","docs/archive/external-notes","A Level Notes: Computer Architecture"
"documentation/DOCUMENTS_FOLDER_EXPORT.md","docs/archive/legacy-documentation/DOCUMENTS_FOLDER_EXPORT.md","docs/archive/legacy-documentation","📁 Documents Folder Export Feature"
"documentation/ENTERPRISE_FINANCIAL_REPORTING_SYSTEM.md","docs/archive/legacy-documentation/ENTERPRISE_FINANCIAL_REPORTING_SYSTEM.md","docs/archive/legacy-documentation","Enterprise Financial Reporting System"
"documentation/ENTERPRISE_PERMISSIONS_IMPLEMENTATION.md","docs/archive/legacy-documentation/ENTERPRISE_PERMISSIONS_IMPLEMENTATION.md","docs/archive/legacy-documentation","Enterprise Permissions System Implementation Summary"
"documentation/ENTERPRISE_POS_SYSTEM_COMPREHENSIVE_REPORT.md","docs/archive/legacy-documentation/ENTERPRISE_POS_SYSTEM_COMPREHENSIVE_REPORT.md","docs/archive/legacy-documentation","StockFlow Enterprise POS System - Comprehensive Technical Report"
"documentation/FINANCIAL_NOTIFICATION_INTEGRATION.md","docs/archive/legacy-documentation/FINANCIAL_NOTIFICATION_INTEGRATION.md","docs/archive/legacy-documentation","Financial Notification System Integration"
"documentation/FINANCIAL_RBAC_INTEGRATION_DOCUMENTATION.md","docs/archive/legacy-documentation/FINANCIAL_RBAC_INTEGRATION_DOCUMENTATION.md","docs/archive/legacy-documentation","Financial RBAC & Authentication Integration Documentation"
"documentation/FINANCIAL_TRANSACTION_FLOW_ANALYSIS.md","docs/archive/legacy-documentation/FINANCIAL_TRANSACTION_FLOW_ANALYSIS.md","docs/archive/legacy-documentation","StockFlow Financial Transaction Flow Analysis"
"documentation/FINANCIAL_UI_DESIGN_IMPLEMENTATION.md","docs/archive/legacy-documentation/FINANCIAL_UI_DESIGN_IMPLEMENTATION.md","docs/archive/legacy-documentation","Financial UI Design Implementation"
"documentation/NAVIGATION_CONSOLIDATION_MODERNIZATION_REPORT.md","docs/archive/legacy-documentation/NAVIGATION_CONSOLIDATION_MODERNIZATION_REPORT.md","docs/archive/legacy-documentation","Navigation Consolidation & Modernization Report"
"documentation/NAVIGATION_INTEGRATION_GUIDE.md","docs/archive/legacy-documentation/NAVIGATION_INTEGRATION_GUIDE.md","docs/archive/legacy-documentation","🚀 Navigation Integration Guide - StockFlow System"
"documentation/PERMISSION_SYSTEM_TROUBLESHOOTING_ANALYSIS.md","docs/archive/legacy-documentation/PERMISSION_SYSTEM_TROUBLESHOOTING_ANALYSIS.md","docs/archive/legacy-documentation","Permission System Troubleshooting & Resolution Analysis"
"documentation/PROJECT_COMPREHENSIVE_REPORT.md","docs/archive/legacy-documentation/PROJECT_COMPREHENSIVE_REPORT.md","docs/archive/legacy-documentation","StockFlow Enterprise - Comprehensive Project Report"
"documentation/RBAC_Documentation.md","docs/archive/legacy-documentation/RBAC_Documentation.md","docs/archive/legacy-documentation","Enterprise RBAC System - Complete Documentation"
"documentation/RBAC_Integration_Summary.md","docs/archive/legacy-documentation/RBAC_Integration_Summary.md","docs/archive/legacy-documentation","StockFlow RBAC Integration - Complete Implementation"
"documentation/RBAC_SETUP_GUIDE.md","docs/archive/legacy-documentation/RBAC_SETUP_GUIDE.md","docs/archive/legacy-documentation","🔐 StockFlow RBAC System Setup Guide"
"documentation/RBAC_System_Documentation.md","docs/archive/legacy-documentation/RBAC_System_Documentation.md","docs/archive/legacy-documentation","Enterprise RBAC System - Complete Documentation"
"documentation/README.md","docs/archive/legacy-documentation/README.md","docs/archive/legacy-documentation","📚 StockFlow Enterprise - Documentation Index"
"documentation/RETAIL_FINANCE_SYSTEM_ANALYSIS.md","docs/archive/legacy-documentation/RETAIL_FINANCE_SYSTEM_ANALYSIS.md","docs/archive/legacy-documentation","Retail Finance System - Comprehensive Analysis & Documentation"
"documentation/SECURITY.md","docs/archive/legacy-documentation/SECURITY.md","docs/archive/legacy-documentation","Security Implementation Report - StockFlow"
"documentation/SESSION_MANAGEMENT_COMPREHENSIVE_REPORT.md","docs/archive/legacy-documentation/SESSION_MANAGEMENT_COMPREHENSIVE_REPORT.md","docs/archive/legacy-documentation","Session Management System - Comprehensive Report"
"documentation/TEST_CREDENTIALS.md","docs/archive/legacy-documentation/TEST_CREDENTIALS.md","docs/archive/legacy-documentation","StockFlow Test User Credentials"
"documentation/WORKFLOW_SYSTEM_OVERVIEW.md","docs/archive/legacy-documentation/WORKFLOW_SYSTEM_OVERVIEW.md","docs/archive/legacy-documentation","Advanced Purchase Order Workflow System"
"docs/notes.md","docs/archive/misc/notes.md","docs/archive/misc","```"
"what-next/AQSTOQFLOW_013_DATA_TRUST_ACCOUNTANT_PORTAL_EXECUTION_REPORT_2026-06-15.md","docs/domains/accounting-close/AQSTOQFLOW_013_DATA_TRUST_ACCOUNTANT_PORTAL_EXECUTION_REPORT_2026-06-15.md","docs/domains/accounting-close","AqStoqFlow 013 Data Trust Accountant Portal Execution Report"
"what-next/AQSTOQFLOW_ACCOUNTING_CLOSE_ALTERNATIVE_LAYOUT_REPORT_2026-06-24.md","docs/domains/accounting-close/AQSTOQFLOW_ACCOUNTING_CLOSE_ALTERNATIVE_LAYOUT_REPORT_2026-06-24.md","docs/domains/accounting-close","Accounting Close Alternative Layout Report - 2026-06-24"
"what-next/AQSTOQFLOW_ACCOUNTING_CLOSE_LAYOUT_REAL_ESTATE_REPORT_2026-06-24.md","docs/domains/accounting-close/AQSTOQFLOW_ACCOUNTING_CLOSE_LAYOUT_REAL_ESTATE_REPORT_2026-06-24.md","docs/domains/accounting-close","Accounting Close Layout Real Estate Report - 2026-06-24"
"what-next/AQSTOQFLOW_CLOSE_ASSURANCE_CENTER_BLUEPRINT_2026-06-15.md","docs/domains/accounting-close/AQSTOQFLOW_CLOSE_ASSURANCE_CENTER_BLUEPRINT_2026-06-15.md","docs/domains/accounting-close","AqStoqFlow Close & Assurance Center Blueprint"
"what-next/AQSTOQFLOW_CLOSE_ASSURANCE_CENTER_IMPLEMENTATION_REPORT_2026-06-16.md","docs/domains/accounting-close/AQSTOQFLOW_CLOSE_ASSURANCE_CENTER_IMPLEMENTATION_REPORT_2026-06-16.md","docs/domains/accounting-close","AqStoqFlow Close & Assurance Center Implementation Report"
"what-next/AQSTOQFLOW_CLOSE_INVALIDATION_MESH_CONTINUATION_RUN_REPORT_2026-06-24.md","docs/domains/accounting-close/AQSTOQFLOW_CLOSE_INVALIDATION_MESH_CONTINUATION_RUN_REPORT_2026-06-24.md","docs/domains/accounting-close","AqStoqFlow Close Invalidation Mesh Continuation Run Report"
"what-next/AQSTOQFLOW_CLOSE_PAYMENT_TRUTH_PHASE_1_RUN_REPORT_2026-06-23.md","docs/domains/accounting-close/AQSTOQFLOW_CLOSE_PAYMENT_TRUTH_PHASE_1_RUN_REPORT_2026-06-23.md","docs/domains/accounting-close","Close-Payment Truth Phase 1 Run Report - 2026-06-23"
"what-next/AQSTOQFLOW_FIRST_RING_CLOSE_INVALIDATION_MESH_RUN_REPORT_2026-06-23.md","docs/domains/accounting-close/AQSTOQFLOW_FIRST_RING_CLOSE_INVALIDATION_MESH_RUN_REPORT_2026-06-23.md","docs/domains/accounting-close","AqStoqFlow First-Ring Close Invalidation Mesh Run Report"
"what-next/exam-suite-runs/EXAM_010_CLOSE_CERTIFICATION_HARDENER_RUN_REPORT_2026-06-16.md","docs/domains/accounting-close/EXAM_010_CLOSE_CERTIFICATION_HARDENER_RUN_REPORT_2026-06-16.md","docs/domains/accounting-close","Exam 010 Close Certification Hardener Report-Mode Run"
"what-next/KONTAVA_LEDGER_EVENT_ASSURANCE_CHECKS_RUN_REPORT_2026-06-21.md","docs/domains/accounting-close/KONTAVA_LEDGER_EVENT_ASSURANCE_CHECKS_RUN_REPORT_2026-06-21.md","docs/domains/accounting-close","Kontava Ledger/Event Assurance Checks Run Report - 2026-06-21"
"docs/OHADA_ACCOUNTING_READINESS.md","docs/domains/accounting-close/OHADA_ACCOUNTING_READINESS.md","docs/domains/accounting-close","OHADA Accounting Readiness Baseline"
"docs/OHADA_SMB_PLATFORM_TECHNICAL_SPEC_2026-06-14.md","docs/domains/accounting-close/OHADA_SMB_PLATFORM_TECHNICAL_SPEC_2026-06-14.md","docs/domains/accounting-close","AqStoqFlow OHADA SMB Platform Technical Specification"
"what-next/OHADA_SMB_PLATFORM_TECHNICAL_SPEC_2026-06-14.md","docs/domains/accounting-close/what-next/OHADA_SMB_PLATFORM_TECHNICAL_SPEC_2026-06-14.md","docs/domains/accounting-close","AqStoqFlow OHADA SMB Platform Technical Specification"
"docs/superpowers/plans/2026-05-21-bilingual-visibility.md","docs/domains/business-intelligence/2026-05-21-bilingual-visibility.md","docs/domains/business-intelligence","Bilingual Visibility Implementation Plan"
"what-next/AQSTOQFLOW_ANALYTICS_REPORT_READ_MODEL_SERVICE_BOUNDARY_REPORT_2026-06-17.md","docs/domains/business-intelligence/AQSTOQFLOW_ANALYTICS_REPORT_READ_MODEL_SERVICE_BOUNDARY_REPORT_2026-06-17.md","docs/domains/business-intelligence","AqStoqFlow Service Boundary Gate Report"
"what-next/AQSTOQFLOW_ANALYTICS_REPORT_READ_MODEL_SERVICE_MIGRATION_REPORT_2026-06-17.md","docs/domains/business-intelligence/AQSTOQFLOW_ANALYTICS_REPORT_READ_MODEL_SERVICE_MIGRATION_REPORT_2026-06-17.md","docs/domains/business-intelligence","AqStoqFlow Analytics Report Read-Model Service Migration Report"
"what-next/AQSTOQFLOW_PRIORITY_006_HARD_DELETE_IMMUTABILITY_REPORT_2026-06-17.md","docs/domains/business-intelligence/AQSTOQFLOW_PRIORITY_006_HARD_DELETE_IMMUTABILITY_REPORT_2026-06-17.md","docs/domains/business-intelligence","AqStoqFlow Priority 006 Hard Delete Immutability Report"
"BILINGUAL_MIGRATION_SUMMARY.md","docs/domains/business-intelligence/BILINGUAL_MIGRATION_SUMMARY.md","docs/domains/business-intelligence","Bilingual Schema Migration - Implementation Summary"
"what-next/exam-suite-runs/EXAM_006_HARD_DELETE_IMMUTABILITY_GATE_RUN_REPORT_2026-06-16.md","docs/domains/business-intelligence/EXAM_006_HARD_DELETE_IMMUTABILITY_GATE_RUN_REPORT_2026-06-16.md","docs/domains/business-intelligence","Exam 006 Hard Delete Immutability Gate Report-Mode Run"
"business intelligence/KONTAVA_BI_ADJACENT_DOMAIN_GAP_ROADMAP_2026-06-21.md","docs/domains/business-intelligence/KONTAVA_BI_ADJACENT_DOMAIN_GAP_ROADMAP_2026-06-21.md","docs/domains/business-intelligence","Kontava BI Adjacent Domain Gap Roadmap"
"what-next/priority-suite-runs/priority-006-hard-delete-immutability-readiness-report-2026-06-16.md","docs/domains/business-intelligence/priority-006-hard-delete-immutability-readiness-report-2026-06-16.md","docs/domains/business-intelligence","Hard Delete Immutability Readiness Report"
"QUICK_REFERENCE_BILINGUAL.md","docs/domains/business-intelligence/QUICK_REFERENCE_BILINGUAL.md","docs/domains/business-intelligence","Bilingual Migration - Quick Reference Guide"
"what-next/release-tooling-stabilization-2026-06-19T16-21-17.md","docs/domains/business-intelligence/release-tooling-stabilization-2026-06-19T16-21-17.md","docs/domains/business-intelligence","AqStoqFlow Release Tooling Stabilization"
"docs/WORKTREE_STABILIZATION_REPORT_2026-05-26.md","docs/domains/business-intelligence/WORKTREE_STABILIZATION_REPORT_2026-05-26.md","docs/domains/business-intelligence","Worktree Stabilization Report - 2026-05-26"
"what-next/AQSTOQFLOW_CERTIFICATION_ASSURANCE_SCAN_2026-06-16.md","docs/domains/compliance/AQSTOQFLOW_CERTIFICATION_ASSURANCE_SCAN_2026-06-16.md","docs/domains/compliance","AqStoqFlow Certification Assurance Scan"
"what-next/AQSTOQFLOW_CERTIFICATION_HARDENING_SLICE_IMPLEMENTATION_REPORT_2026-06-17.md","docs/domains/compliance/AQSTOQFLOW_CERTIFICATION_HARDENING_SLICE_IMPLEMENTATION_REPORT_2026-06-17.md","docs/domains/compliance","AqStoqFlow Certification Hardening Slice Implementation Report"
"what-next/AQSTOQFLOW_PRIORITY_010_CERTIFICATION_ASSURANCE_HARDENER_REPORT_2026-06-17.md","docs/domains/compliance/AQSTOQFLOW_PRIORITY_010_CERTIFICATION_ASSURANCE_HARDENER_REPORT_2026-06-17.md","docs/domains/compliance","AqStoqFlow Priority 010 Certification Assurance Hardener Report"
"what-next/AQSTOQFLOW_PRIORITY_010_CERTIFICATION_ASSURANCE_SCAN_2026-06-17.md","docs/domains/compliance/AQSTOQFLOW_PRIORITY_010_CERTIFICATION_ASSURANCE_SCAN_2026-06-17.md","docs/domains/compliance","AqStoqFlow Certification Assurance Scan"
"what-next/AQSTOQFLOW_PRIORITY_011_COMPLIANCE_PROVIDER_INTEGRATION_REPORT_2026-06-17.md","docs/domains/compliance/AQSTOQFLOW_PRIORITY_011_COMPLIANCE_PROVIDER_INTEGRATION_REPORT_2026-06-17.md","docs/domains/compliance","AqStoqFlow Priority 011 Compliance Provider Integration Report"
"what-next/AQSTOQFLOW_STATUTORY_SERVICE_MODERNIZATION_SCAN_2026-06-16.md","docs/domains/compliance/AQSTOQFLOW_STATUTORY_SERVICE_MODERNIZATION_SCAN_2026-06-16.md","docs/domains/compliance","AqStoqFlow Statutory Service Modernization Scan"
"what-next/exam-suite-runs/EXAM_012_COMPLIANCE_COUNTRY_PACK_PRODUCTION_GATE_RUN_REPORT_2026-06-16.md","docs/domains/compliance/EXAM_012_COMPLIANCE_COUNTRY_PACK_PRODUCTION_GATE_RUN_REPORT_2026-06-16.md","docs/domains/compliance","Exam 012 Compliance Country Pack Gate Report-Mode Run"
"what-next/priority-suite-runs/priority-010-certification-assurance-hardener-readiness-report-2026-06-16.md","docs/domains/compliance/priority-010-certification-assurance-hardener-readiness-report-2026-06-16.md","docs/domains/compliance","Certification Assurance Hardener Readiness Report"
"what-next/priority-suite-runs/priority-011-compliance-provider-integration-readiness-report-2026-06-16.md","docs/domains/compliance/priority-011-compliance-provider-integration-readiness-report-2026-06-16.md","docs/domains/compliance","Compliance Provider Integration Readiness Report"
"HR-payroll/what-next/AQSTOQFLOW_012_PAYROLL_PRESENCE_ARCHITECTURE_GATE_REPORT_2026-06-15.md","docs/domains/hr-payroll/AQSTOQFLOW_012_PAYROLL_PRESENCE_ARCHITECTURE_GATE_REPORT_2026-06-15.md","docs/domains/hr-payroll","AqStoqFlow 012 Payroll Presence Architecture Gate Report"
"HR-payroll/what-next/AQSTOQFLOW_012_PAYROLL_PRESENCE_COMPLETION_GATE_EXECUTION_REPORT_2026-06-15.md","docs/domains/hr-payroll/AQSTOQFLOW_012_PAYROLL_PRESENCE_COMPLETION_GATE_EXECUTION_REPORT_2026-06-15.md","docs/domains/hr-payroll","AqStoqFlow 012 Payroll Presence Completion Gate Execution Report"
"HR-payroll/what-next/AQSTOQFLOW_012_PAYROLL_PRESENCE_ENGINE_SLICE_REPORT_2026-06-15.md","docs/domains/hr-payroll/AQSTOQFLOW_012_PAYROLL_PRESENCE_ENGINE_SLICE_REPORT_2026-06-15.md","docs/domains/hr-payroll","AqStoqFlow 012 Payroll Presence Engine Slice Report"
"HR-payroll/what-next/AQSTOQFLOW_HR_PAYROLL_ENTERPRISE_READINESS_ASSESSMENT_2026-06-24.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_ENTERPRISE_READINESS_ASSESSMENT_2026-06-24.md","docs/domains/hr-payroll","HR/Payroll Enterprise Readiness Assessment"
"HR-payroll/AQSTOQFLOW_HR_PAYROLL_EXPERT_GRADE_IMPLEMENTATION_PROMPT_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_EXPERT_GRADE_IMPLEMENTATION_PROMPT_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Expert-Grade Implementation Prompt"
"what-next/payroll/AQSTOQFLOW_HR_PAYROLL_ORCHESTRATION_REPORT_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_ORCHESTRATION_REPORT_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Orchestration Report"
"HR-payroll/what-next/payroll/AQSTOQFLOW_HR_PAYROLL_ORDERED_PREREQUISITE_IMPLEMENTATION_ROADMAP_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_ORDERED_PREREQUISITE_IMPLEMENTATION_ROADMAP_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Ordered Prerequisite Implementation Roadmap"
"what-next/payroll/AQSTOQFLOW_HR_PAYROLL_PHASE_0_INVENTORY_AND_OWNERSHIP_REPORT_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_PHASE_0_INVENTORY_AND_OWNERSHIP_REPORT_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Phase 0 Inventory And Ownership Report"
"HR-payroll/what-next/payroll/AQSTOQFLOW_HR_PAYROLL_PHASE_0_KERNEL_IMMUTABILITY_RUN_REPORT_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_PHASE_0_KERNEL_IMMUTABILITY_RUN_REPORT_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Phase 0 Kernel Immutability Run Report"
"HR-payroll/what-next/payroll/AQSTOQFLOW_HR_PAYROLL_PHASE_0_SALARY_READ_PRIVACY_RUN_REPORT_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_PHASE_0_SALARY_READ_PRIVACY_RUN_REPORT_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Phase 0 Salary Read Privacy Run Report"
"HR-payroll/what-next/payroll/AQSTOQFLOW_HR_PAYROLL_PHASE_0_TENANT_BOUNDARY_RUN_REPORT_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_PHASE_0_TENANT_BOUNDARY_RUN_REPORT_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Phase 0 Tenant Boundary Run Report"
"HR-payroll/what-next/AQSTOQFLOW_HR_PAYROLL_PLATFORM_ROADMAP_AND_HYBRID_RECONSTRUCTION_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_PLATFORM_ROADMAP_AND_HYBRID_RECONSTRUCTION_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Platform Roadmap and Hybrid Reconstruction Decision"
"HR-payroll/what-next/payroll/AQSTOQFLOW_HR_PAYROLL_PREREQUISITE_IMPLEMENTATION_PROMPT_SUITE_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_PREREQUISITE_IMPLEMENTATION_PROMPT_SUITE_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Prerequisite Implementation Prompt Suite"
"HR-payroll/what-next/payroll/AQSTOQFLOW_HR_PAYROLL_PREREQUISITE_READINESS_ANALYSIS_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_PREREQUISITE_READINESS_ANALYSIS_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Prerequisite Readiness Analysis"
"what-next/payroll/AQSTOQFLOW_HR_PAYROLL_RUNTIME_IMMUTABILITY_PROOF_REPORT_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_RUNTIME_IMMUTABILITY_PROOF_REPORT_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Runtime Immutability Proof Report"
"HR-payroll/what-next/AQSTOQFLOW_HR_PAYROLL_SKILL_CREATION_PREP_PACK_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_SKILL_CREATION_PREP_PACK_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Skill Creation Prep Pack"
"HR-payroll/what-next/payroll/AQSTOQFLOW_HR_PAYROLL_SKILL_SUITE_BLUEPRINT_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_SKILL_SUITE_BLUEPRINT_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Skill Suite Blueprint"
"HR-payroll/what-next/payroll/AQSTOQFLOW_HR_PAYROLL_SKILL_SUITE_INSTALL_VALIDATE_DRY_RUN_REPORT_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_HR_PAYROLL_SKILL_SUITE_INSTALL_VALIDATE_DRY_RUN_REPORT_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Skill Suite Install, Validation, And Dry Run Report"
"HR-payroll/what-next/AQSTOQFLOW_PAYROLL_CLOSE_INVALIDATION_RUN_REPORT_2026-06-25.md","docs/domains/hr-payroll/AQSTOQFLOW_PAYROLL_CLOSE_INVALIDATION_RUN_REPORT_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow Payroll Close Invalidation Run Report"
"HR-payroll/what-next/AQSTOQFLOW_PRIORITY_001_AP_PAYROLL_BASELINE_BLOCKER_REPAIR_REPORT_2026-06-16.md","docs/domains/hr-payroll/AQSTOQFLOW_PRIORITY_001_AP_PAYROLL_BASELINE_BLOCKER_REPAIR_REPORT_2026-06-16.md","docs/domains/hr-payroll","AqStoqFlow Priority 001 AP/Payroll Baseline Blocker Repair Report"
"HR-payroll/what-next/exam-suite-runs/EXAM_014_PAYROLL_STATUTORY_HARDENER_RUN_REPORT_2026-06-16.md","docs/domains/hr-payroll/EXAM_014_PAYROLL_STATUTORY_HARDENER_RUN_REPORT_2026-06-16.md","docs/domains/hr-payroll","Exam 014 Payroll Statutory Hardener Report-Mode Run"
"HR-payroll/team of experts/AQSTOQFLOW_HR_PAYROLL_EXPERT_GRADE_IMPLEMENTATION_PROMPT_2026-06-25.md","docs/domains/hr-payroll/HR-payroll-team-of-experts/AQSTOQFLOW_HR_PAYROLL_EXPERT_GRADE_IMPLEMENTATION_PROMPT_2026-06-25.md","docs/domains/hr-payroll","AqStoqFlow HR/Payroll Expert-Grade Implementation Prompt"
"HR-payroll/what-next/payroll/AQSTOQFLOW_012_PAYROLL_PRESENCE_ARCHITECTURE_GATE_REPORT_2026-06-15.md","docs/domains/hr-payroll/HR-payroll-what-next-payroll/AQSTOQFLOW_012_PAYROLL_PRESENCE_ARCHITECTURE_GATE_REPORT_2026-06-15.md","docs/domains/hr-payroll","AqStoqFlow 012 Payroll Presence Architecture Gate Report"
"HR-payroll/what-next/payroll/AQSTOQFLOW_012_PAYROLL_PRESENCE_COMPLETION_GATE_EXECUTION_REPORT_2026-06-15.md","docs/domains/hr-payroll/HR-payroll-what-next-payroll/AQSTOQFLOW_012_PAYROLL_PRESENCE_COMPLETION_GATE_EXECUTION_REPORT_2026-06-15.md","docs/domains/hr-payroll","AqStoqFlow 012 Payroll Presence Completion Gate Execution Report"
"HR-payroll/what-next/payroll/AQSTOQFLOW_012_PAYROLL_PRESENCE_ENGINE_SLICE_REPORT_2026-06-15.md","docs/domains/hr-payroll/HR-payroll-what-next-payroll/AQSTOQFLOW_012_PAYROLL_PRESENCE_ENGINE_SLICE_REPORT_2026-06-15.md","docs/domains/hr-payroll","AqStoqFlow 012 Payroll Presence Engine Slice Report"
"HR-payroll/what-next/payroll/AQSTOQFLOW_HR_PAYROLL_ENTERPRISE_READINESS_ASSESSMENT_2026-06-24.md","docs/domains/hr-payroll/HR-payroll-what-next-payroll/AQSTOQFLOW_HR_PAYROLL_ENTERPRISE_READINESS_ASSESSMENT_2026-06-24.md","docs/domains/hr-payroll","HR/Payroll Enterprise Readiness Assessment"
